country,year,height,weight
Albania,1919,166.66501,67.02637677
Albania,1920,166.81055,68.21460618
Albania,1921,166.95186,65.09339458
Albania,1922,167.08824,70.33741744
Albania,1923,167.21985,68.41547547
Albania,1924,167.34798,69.77512597
Albania,1925,167.47528,71.06709155
Albania,1926,167.60365,74.03757502
Albania,1927,167.7356,70.05991935
Albania,1928,167.87148,62.38097806
Albania,1929,168.01146,75.3378802
Albania,1930,168.15514,72.04105105
Albania,1931,168.30127,70.67171314
Albania,1932,168.44868,69.48966695
Albania,1933,168.5976,71.61595043
Albania,1934,168.74777,73.42013754
Albania,1935,168.8987,66.66642244
Albania,1936,169.04993,67.4732471
Albania,1937,169.20078,68.70406655
Albania,1938,169.35045,70.47236499
Albania,1939,169.49942,73.81839931
Albania,1940,169.64832,72.27962683
Albania,1941,169.79773,69.49055303
Albania,1942,169.94933,76.79475335
Albania,1943,170.10452,74.32171655
Albania,1944,170.2629,69.43715219
Albania,1945,170.42448,67.01920367
Albania,1946,170.58963,67.76993792
Albania,1947,170.7572,73.59853097
Albania,1948,170.92706,71.30298932
Albania,1949,171.09795,69.53931966
Albania,1950,171.26854,65.28662438
Albania,1951,171.43776,71.07774933
Albania,1952,171.60417,70.18270987
Albania,1953,171.76688,69.07418538
Albania,1954,171.9262,73.63409673
Albania,1955,172.08273,72.14425196
Albania,1956,172.23575,72.80403497
Albania,1957,172.38628,69.55726713
Albania,1958,172.53468,77.73829541
Albania,1959,172.68002,65.57763728
Albania,1960,172.82239,77.48096339
Albania,1961,172.96088,73.63730701
Albania,1962,173.09407,72.60929175
Albania,1963,173.21918,71.47763699
Albania,1964,173.33464,67.70556748
Albania,1965,173.44061,72.52509461
Albania,1966,173.53783,75.70832957
Albania,1967,173.6271,82.76455376
Albania,1968,173.70828,70.14873986
Albania,1969,173.78258,69.90832284
Albania,1970,173.8503,71.58686168
Albania,1971,173.91133,74.46439609
Albania,1972,173.96507,75.02422528
Albania,1973,174.01178,77.70146453
Albania,1974,174.05055,77.23009412
Albania,1975,174.08159,72.61403751
Albania,1976,174.10417,69.1875145
Albania,1977,174.1169,72.18300905
Albania,1978,174.11992,79.13554331
Albania,1979,174.11366,69.20400424
Albania,1980,174.10042,72.34047769
Albania,1981,174.08217,73.74607378
Albania,1982,174.05902,69.79664343
Albania,1983,174.03131,75.90081555
Albania,1984,173.99994,75.66050813
Albania,1985,173.96304,72.79110188
Albania,1986,173.92117,74.90321435
Albania,1987,173.87483,76.38185644
Albania,1988,173.82458,75.07756075
Albania,1989,173.7719,76.85280238
Albania,1990,173.71786,71.89508465
Albania,1991,173.66345,71.25466084
Albania,1992,173.60873,78.29116436
Albania,1993,173.55412,75.14316947
Albania,1994,173.49892,70.57802202
Albania,1995,173.4439,72.81374453
Albania,1996,173.38885,70.96988502
Algeria,1896,160.38808,61.01806905
Algeria,1897,160.60225,58.46424228
Algeria,1898,160.8165,58.50159129
Algeria,1899,161.03107,57.90832899
Algeria,1900,161.24605,63.05086512
Algeria,1901,161.46089,55.3582231
Algeria,1902,161.676,55.12222684
Algeria,1903,161.89151,57.85434109
Algeria,1904,162.10687,54.65018797
Algeria,1905,162.32239,55.74097121
Algeria,1906,162.53784,55.97279913
Algeria,1907,162.75323,58.23395091
Algeria,1908,162.96953,58.90851279
Algeria,1909,163.18619,59.93232133
Algeria,1910,163.40436,54.01544258
Algeria,1911,163.62447,64.87592969
Algeria,1912,163.8477,54.8764618
Algeria,1913,164.07382,54.59699691
Algeria,1914,164.30252,56.67325619
Algeria,1915,164.53392,59.93894311
Algeria,1916,164.7679,55.62814533
Algeria,1917,165.00441,59.74220496
Algeria,1918,165.24432,58.26074079
Algeria,1919,165.48541,61.97156209
Algeria,1920,165.72627,56.65806402
Algeria,1921,165.96529,57.03158979
Algeria,1922,166.20052,60.46557234
Algeria,1923,166.43082,62.02124689
Algeria,1924,166.65541,61.0856766
Algeria,1925,166.87497,62.38446945
Algeria,1926,167.08916,58.91783419
Algeria,1927,167.29977,57.5116161
Algeria,1928,167.507,57.9307638
Algeria,1929,167.71063,59.45415796
Algeria,1930,167.91057,54.6440694
Algeria,1931,168.10625,57.51823032
Algeria,1932,168.29677,57.95000505
Algeria,1933,168.48294,62.74906608
Algeria,1934,168.66551,53.21662001
Algeria,1935,168.84473,65.36176301
Algeria,1936,169.01984,63.45654207
Algeria,1937,169.19112,60.79490278
Algeria,1938,169.35818,56.61308829
Algeria,1939,169.52153,63.74562943
Algeria,1940,169.68149,63.40614397
Algeria,1941,169.83841,60.92067274
Algeria,1942,169.99289,56.19770294
Algeria,1943,170.14606,63.5371027
Algeria,1944,170.2965,60.96709478
Algeria,1945,170.44333,57.49481558
Algeria,1946,170.5858,61.88894802
Algeria,1947,170.72179,60.44846565
Algeria,1948,170.85109,66.54926293
Algeria,1949,170.97238,62.39345008
Algeria,1950,171.08575,59.03278405
Algeria,1951,171.19102,63.32225385
Algeria,1952,171.28882,65.36405825
Algeria,1953,171.38087,57.82908452
Algeria,1954,171.46848,66.28723077
Algeria,1955,171.55147,61.51328128
Algeria,1956,171.63039,56.53757696
Algeria,1957,171.70615,60.39964147
Algeria,1958,171.7791,60.17547286
Algeria,1959,171.84901,64.90069969
Algeria,1960,171.91574,61.03115055
Algeria,1961,171.97891,56.72114459
Algeria,1962,172.03664,66.63285207
Algeria,1963,172.08757,55.40408918
Algeria,1964,172.13,62.00061809
Algeria,1965,172.1655,66.11048396
Algeria,1966,172.1964,59.0706778
Algeria,1967,172.2242,63.26064813
Algeria,1968,172.24902,65.58830693
Algeria,1969,172.27266,59.06655456
Algeria,1970,172.29498,63.27749555
Algeria,1971,172.31448,64.82450964
Algeria,1972,172.33012,61.51169031
Algeria,1973,172.34119,59.78150284
Algeria,1974,172.34625,61.27754202
Algeria,1975,172.34262,64.15596826
Algeria,1976,172.32774,64.0539488
Algeria,1977,172.29837,60.27734738
Algeria,1978,172.25401,57.81685793
Algeria,1979,172.19554,65.05540039
Algeria,1980,172.1244,60.00192156
Algeria,1981,172.04259,62.4985724
Algeria,1982,171.95108,58.64063293
Algeria,1983,171.84966,61.60103384
Algeria,1984,171.73882,63.39122854
Algeria,1985,171.61896,61.98168509
Algeria,1986,171.49075,62.88759946
Algeria,1987,171.35571,58.79913487
Algeria,1988,171.21628,60.15389047
Algeria,1989,171.07466,65.85760501
Algeria,1990,170.93129,66.06598068
Algeria,1991,170.78798,63.59379848
Algeria,1992,170.64537,57.15795443
Algeria,1993,170.50264,56.55763145
Algeria,1994,170.3593,57.90477902
Algeria,1995,170.21579,59.53489485
Algeria,1996,170.0718,55.94173002
American Samoa,1896,169.71571,
American Samoa,1897,169.74875,
American Samoa,1898,169.78197,
American Samoa,1899,169.81567,
American Samoa,1900,169.84975,
American Samoa,1901,169.88498,
American Samoa,1902,169.92099,
American Samoa,1903,169.95824,
American Samoa,1904,169.99677,
American Samoa,1905,170.03616,
American Samoa,1906,170.07674,
American Samoa,1907,170.1187,
American Samoa,1908,170.16212,
American Samoa,1909,170.20686,
American Samoa,1910,170.25357,
American Samoa,1911,170.30305,
American Samoa,1912,170.35497,
American Samoa,1913,170.40901,
American Samoa,1914,170.46451,
American Samoa,1915,170.52173,
American Samoa,1916,170.58038,
American Samoa,1917,170.64003,
American Samoa,1918,170.7005,
American Samoa,1919,170.75932,
American Samoa,1920,170.81612,
American Samoa,1921,170.87009,
American Samoa,1922,170.91998,
American Samoa,1923,170.96536,
American Samoa,1924,171.0067,
American Samoa,1925,171.04504,
American Samoa,1926,171.08086,
American Samoa,1927,171.1153,
American Samoa,1928,171.14912,
American Samoa,1929,171.18205,
American Samoa,1930,171.21373,
American Samoa,1931,171.24371,
American Samoa,1932,171.27184,
American Samoa,1933,171.29976,
American Samoa,1934,171.32881,
American Samoa,1935,171.36015,
American Samoa,1936,171.39409,
American Samoa,1937,171.4316,
American Samoa,1938,171.47366,
American Samoa,1939,171.5202,
American Samoa,1940,171.57289,
American Samoa,1941,171.63353,
American Samoa,1942,171.70412,
American Samoa,1943,171.78651,
American Samoa,1944,171.87991,
American Samoa,1945,171.98451,
American Samoa,1946,172.09995,
American Samoa,1947,172.22467,
American Samoa,1948,172.35791,
American Samoa,1949,172.49768,
American Samoa,1950,172.64313,
American Samoa,1951,172.79256,
American Samoa,1952,172.94426,
American Samoa,1953,173.09795,
American Samoa,1954,173.25233,
American Samoa,1955,173.40671,
American Samoa,1956,173.56049,
American Samoa,1957,173.71426,
American Samoa,1958,173.86739,
American Samoa,1959,174.01866,
American Samoa,1960,174.1673,
American Samoa,1961,174.31244,
American Samoa,1962,174.4528,
American Samoa,1963,174.58615,
American Samoa,1964,174.71083,
American Samoa,1965,174.82692,
American Samoa,1966,174.93538,
American Samoa,1967,175.03746,
American Samoa,1968,175.13438,
American Samoa,1969,175.22754,
American Samoa,1970,175.31714,
American Samoa,1971,175.40335,
American Samoa,1972,175.48615,
American Samoa,1973,175.5653,
American Samoa,1974,175.64021,
American Samoa,1975,175.71034,
American Samoa,1976,175.77452,
American Samoa,1977,175.83153,
American Samoa,1978,175.88144,
American Samoa,1979,175.92442,
American Samoa,1980,175.96187,
American Samoa,1981,175.99449,
American Samoa,1982,176.02269,
American Samoa,1983,176.04608,
American Samoa,1984,176.06451,
American Samoa,1985,176.07758,
American Samoa,1986,176.08557,
American Samoa,1987,176.08882,
American Samoa,1988,176.08788,
American Samoa,1989,176.08453,
American Samoa,1990,176.07947,
American Samoa,1991,176.07353,
American Samoa,1992,176.06787,
American Samoa,1993,176.06235,
American Samoa,1994,176.0567,
American Samoa,1995,176.05118,
American Samoa,1996,176.04512,
Andorra,1896,163.38768,
Andorra,1897,163.47763,
Andorra,1898,163.56793,
Andorra,1899,163.65869,
Andorra,1900,163.74939,
Andorra,1901,163.84044,
Andorra,1902,163.93233,
Andorra,1903,164.02417,
Andorra,1904,164.11642,
Andorra,1905,164.20918,
Andorra,1906,164.30276,
Andorra,1907,164.3975,
Andorra,1908,164.49542,
Andorra,1909,164.59695,
Andorra,1910,164.70319,
Andorra,1911,164.81583,
Andorra,1912,164.93675,
Andorra,1913,165.06541,
Andorra,1914,165.20126,
Andorra,1915,165.34326,
Andorra,1916,165.49057,
Andorra,1917,165.64272,
Andorra,1918,165.79903,
Andorra,1919,165.9578,
Andorra,1920,166.11914,
Andorra,1921,166.2822,
Andorra,1922,166.44514,
Andorra,1923,166.60611,
Andorra,1924,166.76547,
Andorra,1925,166.9243,
Andorra,1926,167.08263,
Andorra,1927,167.24084,
Andorra,1928,167.39862,
Andorra,1929,167.5553,
Andorra,1930,167.71107,
Andorra,1931,167.86557,
Andorra,1932,168.01831,
Andorra,1933,168.17078,
Andorra,1934,168.32547,
Andorra,1935,168.4831,
Andorra,1936,168.64189,
Andorra,1937,168.80054,
Andorra,1938,168.95901,
Andorra,1939,169.11646,
Andorra,1940,169.27202,
Andorra,1941,169.42624,
Andorra,1942,169.58133,
Andorra,1943,169.74004,
Andorra,1944,169.90282,
Andorra,1945,170.07053,
Andorra,1946,170.24408,
Andorra,1947,170.42252,
Andorra,1948,170.6059,
Andorra,1949,170.79242,
Andorra,1950,170.98125,
Andorra,1951,171.17032,
Andorra,1952,171.35902,
Andorra,1953,171.5477,
Andorra,1954,171.73622,
Andorra,1955,171.92323,
Andorra,1956,172.10759,
Andorra,1957,172.29079,
Andorra,1958,172.4737,
Andorra,1959,172.6553,
Andorra,1960,172.83472,
Andorra,1961,173.01207,
Andorra,1962,173.18652,
Andorra,1963,173.35632,
Andorra,1964,173.51843,
Andorra,1965,173.67285,
Andorra,1966,173.82089,
Andorra,1967,173.9649,
Andorra,1968,174.10667,
Andorra,1969,174.24872,
Andorra,1970,174.39091,
Andorra,1971,174.53174,
Andorra,1972,174.66975,
Andorra,1973,174.80348,
Andorra,1974,174.93115,
Andorra,1975,175.05037,
Andorra,1976,175.15926,
Andorra,1977,175.25659,
Andorra,1978,175.34285,
Andorra,1979,175.41908,
Andorra,1980,175.48686,
Andorra,1981,175.54964,
Andorra,1982,175.60938,
Andorra,1983,175.66486,
Andorra,1984,175.71513,
Andorra,1985,175.75912,
Andorra,1986,175.79753,
Andorra,1987,175.8305,
Andorra,1988,175.8594,
Andorra,1989,175.88596,
Andorra,1990,175.91095,
Andorra,1991,175.93553,
Andorra,1992,175.96007,
Andorra,1993,175.98476,
Andorra,1994,176.00967,
Andorra,1995,176.03491,
Andorra,1996,176.06017,
Angola,1896,162.17114,57.49017039
Angola,1897,162.25958,56.615998
Angola,1898,162.34845,54.24694281
Angola,1899,162.43738,59.58070647
Angola,1900,162.52623,60.26913802
Angola,1901,162.61522,56.70078629
Angola,1902,162.70464,53.37502786
Angola,1903,162.7942,56.91831458
Angola,1904,162.88377,60.58556415
Angola,1905,162.97348,62.83653176
Angola,1906,163.06299,59.93665068
Angola,1907,163.15283,57.72572577
Angola,1908,163.2438,56.5348873
Angola,1909,163.33513,58.38224263
Angola,1910,163.42749,51.70873064
Angola,1911,163.52188,54.40636226
Angola,1912,163.61894,58.45989481
Angola,1913,163.71877,57.70930082
Angola,1914,163.82074,57.49031368
Angola,1915,163.92442,58.02131631
Angola,1916,164.0301,59.08249169
Angola,1917,164.13753,61.04650668
Angola,1918,164.24686,60.6602652
Angola,1919,164.35709,57.6279289
Angola,1920,164.4681,58.42325188
Angola,1921,164.57918,62.04447963
Angola,1922,164.68983,55.25679285
Angola,1923,164.80113,52.48012228
Angola,1924,164.9132,60.20366636
Angola,1925,165.02785,63.67048822
Angola,1926,165.14674,55.49990327
Angola,1927,165.27042,56.83993739
Angola,1928,165.39966,53.38826878
Angola,1929,165.53406,58.94060595
Angola,1930,165.67229,61.32520645
Angola,1931,165.81363,56.3053922
Angola,1932,165.95665,62.18790894
Angola,1933,166.1022,65.1709405
Angola,1934,166.24974,58.83383186
Angola,1935,166.3989,54.06168971
Angola,1936,166.54869,61.25159129
Angola,1937,166.69772,61.52532117
Angola,1938,166.84583,60.37066254
Angola,1939,166.99234,55.22988482
Angola,1940,167.13686,60.98064985
Angola,1941,167.28004,65.20924443
Angola,1942,167.4225,68.27501911
Angola,1943,167.56586,56.82358802
Angola,1944,167.70955,63.11487014
Angola,1945,167.85297,63.44117713
Angola,1946,167.99602,60.49220941
Angola,1947,168.1381,59.91990442
Angola,1948,168.27875,60.67632405
Angola,1949,168.41689,61.49171492
Angola,1950,168.55147,57.55003229
Angola,1951,168.68115,63.7144486
Angola,1952,168.80522,62.81642365
Angola,1953,168.92407,58.32524146
Angola,1954,169.03676,58.60677398
Angola,1955,169.14427,60.91857005
Angola,1956,169.24673,53.97670547
Angola,1957,169.34485,62.05044207
Angola,1958,169.43913,60.42003059
Angola,1959,169.52911,63.46579704
Angola,1960,169.61462,60.20514539
Angola,1961,169.6947,61.27486618
Angola,1962,169.76698,60.05985076
Angola,1963,169.82985,65.38170267
Angola,1964,169.88145,61.36075311
Angola,1965,169.92247,59.86362718
Angola,1966,169.95425,59.68102047
Angola,1967,169.97726,59.20014796
Angola,1968,169.9933,60.96081771
Angola,1969,170.00351,60.89394874
Angola,1970,170.00931,60.87417379
Angola,1971,170.01062,64.96277069
Angola,1972,170.00754,51.9274542
Angola,1973,170.00023,58.18817511
Angola,1974,169.98837,62.78964539
Angola,1975,169.96954,64.72164319
Angola,1976,169.94252,62.18840104
Angola,1977,169.90485,64.81516218
Angola,1978,169.85529,61.09903636
Angola,1979,169.79422,61.22634653
Angola,1980,169.72156,60.82121655
Angola,1981,169.63814,60.12221228
Angola,1982,169.54373,62.21194485
Angola,1983,169.4371,64.1045566
Angola,1984,169.3189,57.38622964
Angola,1985,169.18835,61.55556754
Angola,1986,169.0455,64.9984669
Angola,1987,168.89178,64.5341069
Angola,1988,168.7289,58.97723904
Angola,1989,168.55946,63.06695281
Angola,1990,168.38445,60.74533901
Angola,1991,168.20657,61.30131607
Angola,1992,168.02762,54.16201716
Angola,1993,167.84805,59.54509731
Angola,1994,167.66882,65.66113118
Angola,1995,167.48993,60.58605669
Angola,1996,167.31073,57.01559339
Antigua and Barbuda,1896,161.71194,
Antigua and Barbuda,1897,161.88121,
Antigua and Barbuda,1898,162.05048,
Antigua and Barbuda,1899,162.21936,
Antigua and Barbuda,1900,162.38818,
Antigua and Barbuda,1901,162.55727,
Antigua and Barbuda,1902,162.72643,
Antigua and Barbuda,1903,162.89561,
Antigua and Barbuda,1904,163.06479,
Antigua and Barbuda,1905,163.2337,
Antigua and Barbuda,1906,163.40265,
Antigua and Barbuda,1907,163.57216,
Antigua and Barbuda,1908,163.74298,
Antigua and Barbuda,1909,163.9141,
Antigua and Barbuda,1910,164.08662,
Antigua and Barbuda,1911,164.26146,
Antigua and Barbuda,1912,164.4384,
Antigua and Barbuda,1913,164.6177,
Antigua and Barbuda,1914,164.79904,
Antigua and Barbuda,1915,164.98251,
Antigua and Barbuda,1916,165.16809,
Antigua and Barbuda,1917,165.35564,
Antigua and Barbuda,1918,165.54498,
Antigua and Barbuda,1919,165.73451,
Antigua and Barbuda,1920,165.92413,
Antigua and Barbuda,1921,166.11269,
Antigua and Barbuda,1922,166.29886,
Antigua and Barbuda,1923,166.48196,
Antigua and Barbuda,1924,166.66193,
Antigua and Barbuda,1925,166.84016,
Antigua and Barbuda,1926,167.0167,
Antigua and Barbuda,1927,167.19266,
Antigua and Barbuda,1928,167.3677,
Antigua and Barbuda,1929,167.54126,
Antigua and Barbuda,1930,167.71251,
Antigua and Barbuda,1931,167.87988,
Antigua and Barbuda,1932,168.04285,
Antigua and Barbuda,1933,168.20174,
Antigua and Barbuda,1934,168.35667,
Antigua and Barbuda,1935,168.50844,
Antigua and Barbuda,1936,168.65726,
Antigua and Barbuda,1937,168.803,
Antigua and Barbuda,1938,168.94492,
Antigua and Barbuda,1939,169.08281,
Antigua and Barbuda,1940,169.21718,
Antigua and Barbuda,1941,169.34892,
Antigua and Barbuda,1942,169.4798,
Antigua and Barbuda,1943,169.61092,
Antigua and Barbuda,1944,169.74246,
Antigua and Barbuda,1945,169.87357,
Antigua and Barbuda,1946,170.00406,
Antigua and Barbuda,1947,170.13275,
Antigua and Barbuda,1948,170.25946,
Antigua and Barbuda,1949,170.38376,
Antigua and Barbuda,1950,170.50453,
Antigua and Barbuda,1951,170.62,
Antigua and Barbuda,1952,170.73004,
Antigua and Barbuda,1953,170.83478,
Antigua and Barbuda,1954,170.93481,
Antigua and Barbuda,1955,171.03128,
Antigua and Barbuda,1956,171.12431,
Antigua and Barbuda,1957,171.21599,
Antigua and Barbuda,1958,171.3071,
Antigua and Barbuda,1959,171.39731,
Antigua and Barbuda,1960,171.48763,
Antigua and Barbuda,1961,171.57697,
Antigua and Barbuda,1962,171.66359,
Antigua and Barbuda,1963,171.74532,
Antigua and Barbuda,1964,171.82039,
Antigua and Barbuda,1965,171.88893,
Antigua and Barbuda,1966,171.95114,
Antigua and Barbuda,1967,172.0083,
Antigua and Barbuda,1968,172.0609,
Antigua and Barbuda,1969,172.11151,
Antigua and Barbuda,1970,172.16115,
Antigua and Barbuda,1971,172.20982,
Antigua and Barbuda,1972,172.25716,
Antigua and Barbuda,1973,172.3025,
Antigua and Barbuda,1974,172.34435,
Antigua and Barbuda,1975,172.38235,
Antigua and Barbuda,1976,172.41487,
Antigua and Barbuda,1977,172.44073,
Antigua and Barbuda,1978,172.46098,
Antigua and Barbuda,1979,172.47554,
Antigua and Barbuda,1980,172.48672,
Antigua and Barbuda,1981,172.49577,
Antigua and Barbuda,1982,172.5037,
Antigua and Barbuda,1983,172.51031,
Antigua and Barbuda,1984,172.51663,
Antigua and Barbuda,1985,172.52283,
Antigua and Barbuda,1986,172.52956,
Antigua and Barbuda,1987,172.53818,
Antigua and Barbuda,1988,172.54842,
Antigua and Barbuda,1989,172.56151,
Antigua and Barbuda,1990,172.57756,
Antigua and Barbuda,1991,172.59663,
Antigua and Barbuda,1992,172.61804,
Antigua and Barbuda,1993,172.64066,
Antigua and Barbuda,1994,172.66304,
Antigua and Barbuda,1995,172.68506,
Antigua and Barbuda,1996,172.70699,
Argentina,1896,162.33727,60.57373047
Argentina,1897,162.48424,66.46360319
Argentina,1898,162.6316,68.46922234
Argentina,1899,162.77916,67.71326187
Argentina,1900,162.92676,63.93496363
Argentina,1901,163.0747,61.60830523
Argentina,1902,163.2228,62.64137942
Argentina,1903,163.37125,65.09839848
Argentina,1904,163.51875,62.92690676
Argentina,1905,163.66617,66.81104433
Argentina,1906,163.8135,66.0686504
Argentina,1907,163.96045,66.58823258
Argentina,1908,164.1085,69.77659246
Argentina,1909,164.25728,72.30853537
Argentina,1910,164.40704,69.39480807
Argentina,1911,164.55922,66.87279392
Argentina,1912,164.71373,62.09515778
Argentina,1913,164.87077,67.61663065
Argentina,1914,165.03009,69.90767346
Argentina,1915,165.19182,68.02477071
Argentina,1916,165.35602,67.8532873
Argentina,1917,165.52292,69.698163
Argentina,1918,165.69197,68.12419053
Argentina,1919,165.8622,68.22989986
Argentina,1920,166.03326,63.8674856
Argentina,1921,166.2044,69.8059022
Argentina,1922,166.37495,62.44008951
Argentina,1923,166.54407,65.58217411
Argentina,1924,166.71245,62.4609654
Argentina,1925,166.88191,67.22105762
Argentina,1926,167.05287,68.10295227
Argentina,1927,167.22661,65.71412736
Argentina,1928,167.4024,67.00053491
Argentina,1929,167.57944,70.07295123
Argentina,1930,167.75623,64.51467759
Argentina,1931,167.9315,64.49375153
Argentina,1932,168.10454,69.65562104
Argentina,1933,168.27583,74.04964472
Argentina,1934,168.44527,65.9752816
Argentina,1935,168.61385,70.85247427
Argentina,1936,168.78156,69.00091738
Argentina,1937,168.94781,67.78497392
Argentina,1938,169.11217,66.17646273
Argentina,1939,169.27435,69.20557867
Argentina,1940,169.43468,70.86345649
Argentina,1941,169.59373,72.60412261
Argentina,1942,169.75214,64.01815151
Argentina,1943,169.91069,65.60862686
Argentina,1944,170.06839,76.72909964
Argentina,1945,170.22458,66.69837033
Argentina,1946,170.37854,66.88391318
Argentina,1947,170.52924,68.84965725
Argentina,1948,170.67671,59.41731296
Argentina,1949,170.81943,71.03491616
Argentina,1950,170.95595,64.4459509
Argentina,1951,171.08553,65.15942514
Argentina,1952,171.20712,64.43656251
Argentina,1953,171.32074,67.4327126
Argentina,1954,171.428,70.6935515
Argentina,1955,171.52927,66.82877094
Argentina,1956,171.62521,71.99782653
Argentina,1957,171.71877,68.18285251
Argentina,1958,171.81148,69.68592774
Argentina,1959,171.90402,65.4201105
Argentina,1960,171.99716,68.34554912
Argentina,1961,172.0911,73.55390228
Argentina,1962,172.1845,66.33072619
Argentina,1963,172.27599,67.53688377
Argentina,1964,172.3648,71.98947834
Argentina,1965,172.45082,71.92938355
Argentina,1966,172.53467,66.71727629
Argentina,1967,172.61766,70.45563793
